Auteur,Texte,Sentiment,Date,Texte_nettoye
Université Virtuelle du Burkina Faso - UVBF,"Quelques avantages d'études à Université Virtuelle du Burkina Faso - UVBF 
Voici l'image 
𝐒𝐞𝐬𝐬𝐢𝐨𝐧 𝐝𝐞 𝐫𝐚𝐭𝐭𝐫𝐚𝐩𝐚𝐠𝐞 𝐝𝐞𝐬 𝐨𝐫𝐢𝐞𝐧𝐭𝐚𝐭𝐢𝐨𝐧𝐬 𝐝𝐮 𝟎𝟕 𝐚𝐮 𝟏𝟕 𝐬𝐞𝐩𝐭𝐞𝐦𝐛𝐫𝐞 𝟐𝟎𝟐𝟒
𝗣𝗼𝘂𝗿 𝘁𝗼𝘂𝘁 𝘃𝗼𝘀 𝗯𝗲𝘀𝗼𝗶𝗻𝘀 𝗱'𝗮𝘀𝘀𝗶𝘀𝘁𝗮𝗻𝗰𝗲 𝗮𝘂 𝗱é𝗽ô𝘁 𝗱'𝗼𝗿𝗶𝗲𝗻𝘁𝗮𝘁𝗶𝗼𝗻, 𝗱'𝗶𝗻𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻, 𝗱𝗲 𝗱𝗲𝗺𝗮𝗻𝗱𝗲 𝗲𝗻 𝗰𝗶𝘁é 𝘂𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝗮𝗶𝗿𝗲, 𝗱𝗲 𝗙𝗢𝗡𝗘𝗥 𝗼𝘂 𝗕𝗼𝘂𝗿𝘀𝗲 𝗱'é𝘁𝘂𝗱𝗲𝘀, #Contactez nous au : +226
60 18 76 36/ 79 19 13 47 
#Whatsapp: 65 02 29 27
#Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
Siraly Campus, 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒",neutre,01/01/2019,quelque avantage dtude universit virtuel burkina faso uvbf voici limage groupe whatsapp dinfo ici siraly campus
www.uv.bf/preinscription,"Le Chargé de Mission de l’Université Virtuelle du Burkina Faso (UV-BF) porte à la connaissance des candidats retenus pour la formation de master en cybersécurité que les pré-inscriptions s’effectueront du 20 au 26 avril 2020 inclus. A cet effet, il invite les candidats à faire cette pré-inscription en ligne à partir du lien suivant : www.uv.bf/preinscription
A la suite de la pré-inscription, les étudiants dont les dossiers seront jugés conformes seront invités à procéder au paiement des frais d’inscription et de formation. Ils devront ensuite passer à l’UV-BF pour fournir les pièces de leur dossier physique ainsi que la quittance de paiement des frais pour valider leur inscription administrative.
Retrouvez plus d'informations sur notre site web :
https://uv.bf/note-dinformation-sur-les-inscriptions-en.../",neutre,01/01/2019,charg mission luniversit virtuel burkina faso uvbf porte connaissance candidat retenir formation master cyberscurit prinscription seffectuer avril inclus avoir ce effet invit candidat faire ce prinscription lign partir lien suivant wwwuvbfpreinscription avoir suite prinscription tudiant dont dossier jug conforme invit procder paiement frais dinscription formation devoir ensuite passer luvbf fournir pice dossier physique ainsi quittance paiement frais valider inscription administratif retrouver plus dinformation site web
"Ministère Enseignement Supérieur, Recherche et Innovation"," 𝗗𝗘𝗠𝗔𝗡𝗗𝗘 𝗗'𝗢𝗥𝗜𝗘𝗡𝗧𝗔𝗧𝗜𝗢𝗡 𝗔𝗡𝗖𝗜𝗘𝗡𝗦 𝗕𝗔𝗖
𝐝𝐮 𝟏𝟖 𝐣𝐮𝐢𝐥𝐥𝐞𝐭 𝐚𝐮 𝟎𝟐 𝐚𝐨û𝐭 𝟐𝟎𝟐𝟑
𝐬𝐮𝐫 𝐰𝐰𝐰.𝐜𝐚𝐦𝐩𝐮𝐬𝐟𝐚𝐬𝐨.𝐛𝐟
Sont concernés tous les anciens bacheliers nationaux et étrangers (bac antérieurs ou égal à 2021) n'ayant pas une inscription dans une institution d'enseignement supérieur du Burkina Faso.
Les bac 2022 et 2023 ne sont pas concernés pour l'instant;
Ceux qui sont déjà inscrits ne sont pas concernés;
Les changements de filières ou d'université ne sont pas autorisés. 
 La lecture des informations sur la plateforme est fortement recommandée.
Ci- dessous la procédure de créations des comptes INE et demande d'orientation.
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Universite  Norbert  ZONGO 
Université Nazi BONI 
Université  de Ouahigouya-UOHG 
Université Virtuelle du Burkina Faso - UVBF 
Université de Dédougou Ecole Polytechnique de Ouagadougou - EPO 
Université de Fada N'Gourma 
Direction Générale de l'Enseignement Supérieur - DGESup - 
FONER Officiel 
Ciospb Officiel 
CENOU Burkina 
#BurkinaFaso #bac2023 #université #etudiants #opportunités #bacheliers #lwili #campusfaso",neutre,01/01/2019,concern tout ancien bachelier national tranger bac antrieurs gal nayer inscription institution denseignement suprieur burkina faso bac concern linster celui dj inscrire concern changement filire duniversit autoris lectur information plateform fortement recommander ci dessous procdure cration compte in demande dorientation ministr enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit norbert zongo universit nazi boni universit ouahigouyauohg universit virtuel burkina faso uvbf universit ddougou ecole polytechnique ouagadougou epo universit fader ngourma direction gnral lenseignemer suprieur dgesup foner officiel ciospb officiel cenou burkina
https://uv.bf/visite-de-travail-de-linstitut-de.../,"Ce vendredi 08 Juillet 2022, l'Université Virtuelle du Burkina Faso a reçu la visite d'une délégation de l'Institut de Recherche pour le Développement (IRD) France.
Cette visite de travail s'est tenu au sein du siège de l'Université Virtuelle du Burkina Faso sis à Ouaga 2000. Plus d'informations sur notre site web : https://uv.bf/visite-de-travail-de-linstitut-de.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,vendredi juillet luniversit virtuel burkina faso avoir reu visiter dun dlgation linstitut recherche dveloppemer ird france ce visite travail sest tenir sein sig luniversit virtuel burkina faso sis ouager plus dinformation site web universit virtuel burkina faso formation universitaire qualit tout
https://uv.bf/appel-a-candidatures-master-e-sante-et.../,"Le Président de l’Université virtuelle du Burkina Faso (UV-BF) porte à la connaissance de public un appel à candidature, au titre de l’année académique 2020-2021, pour le recrutement sur dossier de cinquante (50) étudiants pour une formation de niveau Master en e-santé et télémédecine.
https://uv.bf/appel-a-candidatures-master-e-sante-et.../
Postulez via le lien suivant : https://forms.gle/XqU7WJTKN7wXte7p8",neutre,01/01/2019,prsident luniversit virtuel burkina faso uvbf porte connaissance public appel candidature titre lann acadmiqu recrutement dossier cinquante tudiant formation niveau master eser tlmdecine postuler via lien suivant
#Titre,"Conférence du 12 avril 2024
#Titre de la Conférence: Sciences Frugales et Formation : Énergie Solaire Photovoltaïque et Sciences Numériques
#Date et Lieu: La conférence s'est tenue le 12 avril 2024 au siège de l'Université Virtuelle du Burkina Faso - UVBF , en partenariat avec l'association Uvbf Sare.… En voir plus",neutre,01/01/2019,confrence avril confrence science frugal formation nergie solaire photovoltaqu science numrique lieu confrence sest tenir avril sig luniversit virtuel burkina faso uvbf partenariat lassociation uvbf sare voir plus
Université Virtuelle du Burkina Faso - UVBF," Université Virtuelle du Burkina Faso - UVBF , la rentrée c'est le 1er octobre 2024 
Le président de l'#Université_Virtuelle du Burkina Faso (UV-BF) porte à la connaissance des bacheliers, nouvellement #orientés dans les #diférentes_flières de l'UV-BF, à l'issue des sessions d'#orientation au titre de l'année 2024, que la #rentrée_académique 2024-2025 est prévue pour le mardi 1 octobre 2024.
À cet effet, différentes activités sont prévues selon le planning sivant :
Ministère Enseignement Supérieur, Recherche et Innovation 
Direction Générale de l'Enseignement Supérieur - DGESup - 
#campusfaso",neutre,01/01/2019,universit virtuel burkina faso uvbf rentrer cest er octobre prsident burkiner faso uvbf porte connaissance bachelier nouvellement luvbf lissu session titre lann prvue mardi octobr ce effet diffrente activit prvue selon planning siver ministre enseignement suprieur recherche innovation direction gnral lenseignemer suprieur dgesup
https://uv.bf/demarrage-des-activites-academiques-2020.../,"Le président de l'Université Virtuelle du Burkina Faso, Pr Jean Marie DIPAMA, a procédé ce jour 07 décembre 2020, au lancement des activités académiques 2020-2021. Ce lancement qui a vu la présence des étudiants et du corps académique a été un cadre d'échange entre l'administration et les étudiants notamment sur la présentation détaillée de l'université, le déroulement de la formation et les nombreux avantages qu'offrent l'UV-BF.
https://uv.bf/demarrage-des-activites-academiques-2020.../",neutre,01/01/2019,prsident luniversit virtuel burkina faso pr jean marie dipama avoir procd jour dcembr lancement activit acadmique lancement avoir voir prsence tudiant corps acadmiqu avoir cadre dchange entrer ladministration tudier notamment prsentation dtaill luniversit droulement formation nombreux avantage quoffrent luvbf
Université Virtuelle du Burkina Faso - UVBF," 𝗥𝗘𝗠𝗜𝗦𝗘 𝗗'𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 
L’ Université Virtuelle du Burkina Faso - UVBF  informe les étudiants dont les noms figurent sur les listes ci-dessous qu’ils peuvent passer à l’Espace Numérique Ouvert de Karpala, ce Vendredi 1er Décembre 2023 afin de récupérer leurs ordinateurs (Marques HAIER et HI).
La remise des ordinateurs se fait au sein de l’Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
– Chaque ét… En voir plus",neutre,01/01/2019,universit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala vendredi er dcembre afin rcuprer leur ordinateur marque haier hi remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque voir plus
https://uv.bf/appel-a-candidatures-pour-le-recrutement.../,"L'Université Virtuelle du Burkina Faso, université publique burkinabè, porte à la connaissance du public qu'elle lance un appel à candidature, au titre de l’année académique 2021-2022, pour un recrutement complémentaire sur dossier, d'étudiants en deuxième année de Licence, du 11 au 25 Octobre 2021.
Retrouvez l'intégralité du communiqué sur notre site web : 
https://uv.bf/appel-a-candidatures-pour-le-recrutement.../… En voir plus",neutre,01/01/2019,luniversit virtuel burkina faso universit public burkinab porte connaissance public quel lance appel candidature titre lann acadmiqu recrutement complmentair dossier dtudiant deuxim ann licence octobr retrouver lintgralit communiqu site web voir plus
Agence d'Information des Universités du Burkina,"L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, le lundi 29 et le mardi 30 Janvier 2024 afin de récupérer leurs ordinateurs Marques HP ET LENOVO.
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
- Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
- Pour le retrait pour une tierce personne, vous devez disposer d'une procuration en bonne et due forme.
Agence d'Information des Universités du Burkina
Université Virtuelle du Burkina Faso - UVBF",neutre,01/01/2019,luniversit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala lundi mardi janvier afin rcuprer leur ordinateur marque hp lenovo remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire ordinateur retraire tierce personne devoir disposer dune procuration bon devoir forme agence dinformation universit burkina universit virtuel burkina faso uvbf
https://youtube.com/channel/UCKZY8DjkR6X9HC-Z7VOHErQ,"Création des comptes sur la plateforme de formation et mise à disposition des vidéos tutorielles de prise en main de la plateforme.
Chers étudiants / chères étudiantes, L'Université Virtuelle du Burkina Faso porte à votre connaissance que vos comptes sur la plateforme de formation ont été créés et les accès vous ont été envoyés dans vos boîtes mails (celles ayant servies à la création de vos comptes sur CAMPUS FASO).
Ceux ayant reçu plusieurs mails à la fois sont priés de considérer juste le dernier mail.
Par ailleurs, les vidéos tutorielles pour la prise en main de la plateforme de formation sont disponibles sur notre chaine Youtube intitulé : UNIVERSITE VIRTUELLE BURKINA FASO. 
Le lien d'accès direct à la chaine Youtube est le suivant : https://youtube.com/channel/UCKZY8DjkR6X9HC-Z7VOHErQ
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,cration compte plateform formation mise disposition vido tutorielle pris main plateform cher tudiant chre tudiante luniversit virtuel burkina faso porte connaissance compte plateform formation cr accs envoys bot mail celle servie cration compte campu faso celui reu plusieurs mail foi prendre considrer juste dernier mail ailleurs vidos tutorielle pris main plateform formation disponible chaine youtub intitul universit virtuel burkina faso lien dacc direct chaine youtub suivre universit virtuel burkina faso formation universitaire qualit tout
Université Virtuelle du Burkina Faso - UVBF,"Université Virtuelle du Burkina Faso - UVBF 
Communiqué relatif aux plaintes d'étudiants de l'Université Virtuelle du Burkina Faso (UV-BF) n'ayant toujours pas obtenu leur ordinateur dans le cadre du programme « un étudiant, un ordinateur ».
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,universit virtuel burkina faso uvbf communiqu relatif plaindre dtudiant luniversit virtuel burkina faso uvbf nayer toujours obtenir ordinateur cadr programm tudier ordinateur universit virtuel burkina faso formation universitaire qualit tout
https://uv.bf/offre-de-formation/," La transformation du paysage éducatif requiert de repenser la façon de se former. 
C'est pourquoi, nous vous annonçons une nouvelle étape importante dans le domaine de l'enseignement de la finance en ligne, avec la récente collaboration entre l'Université Virtuelle du Burkina Faso et Learngest 
  Pour en savoir + 
https://uv.bf/offre-de-formation/",neutre,01/01/2019,transformation paysager ducatif requérir repenser faon former cest pourquoi annonon nouveau tape important domaine lenseignemer finance ligne rcent collaboration entrer luniversit virtuel burkina faso learngest savoir
https://uv.bf/resultats-de-lappel-a-candidatures-pour-le.../,"Résultats de l'appel à candidatures pour le recrutement d'étudiants en Master 1 en E-Santé et Télémédecine à l'UV-BF pour le compte de l'année académique 2022-2023.
Retrouvez la liste complète sur note site internet : https://uv.bf/resultats-de-lappel-a-candidatures-pour-le.../
Les résultats sont également consultables sur le tableau d’affichage au sein de l’UV-… En voir plus",neutre,01/01/2019,rsultat lappel candidature recrutement dtudiant master eser tlmdecine luvbf compte lann acadmiqu retrouver liste complte note site internet rsultat galement consultable tableau daffichag sein luv voir plus
#Ordinateurs," 𝗖𝗼𝗺𝗺𝗲 𝘃𝗼𝘂𝘀 𝗹'𝗮𝘃𝗲𝘇 𝘀𝗼𝘂𝗵𝗮𝗶𝘁é...
 𝗘𝘁𝘂𝗱𝗶𝗮𝗻𝘁, 𝟭 𝗼𝗿𝗱𝗶𝗻𝗮𝘁𝗲𝘂𝗿 / 𝟮𝗲𝗺𝗲 𝗘𝗱𝗶𝘁𝗶𝗼𝗻
Nous avons le plaisir de vous  annoncer l'ouverture de la 2ème édition du programme 1 étudiant, 1ordinateur.
Postulez dès maintenant sur : 𝐨𝐫𝐝𝐢𝐧𝐚𝐭𝐞𝐮𝐫.𝐜𝐚𝐦𝐩𝐮𝐬𝐟𝐚𝐬𝐨.𝐛𝐟
#Ordinateurs à partir de 𝟳𝟱 𝟳𝟱𝟬 𝗳𝗰𝗳𝗮.
(tous les #ordinateurs sont subventionnés par l'état à 60%)
NB: les étudiants orientés au privé peuvent également souscrire
"" 𝑳'𝒐𝒓𝒅𝒊𝒏𝒂𝒕𝒆𝒖𝒓, 𝒄'𝒆𝒔𝒕 𝒖𝒏 𝒑𝒆𝒖 𝒍𝒂 𝒍𝒂𝒎𝒑𝒆 𝒅'𝑨𝒍𝒂𝒅𝒅𝒊𝒏 𝒂𝒄𝒕𝒖𝒂𝒍𝒊𝒔é𝒆 ""  𝑮𝒖𝒊𝒍𝒍𝒂𝒖𝒎𝒆 𝑴𝒖𝒔𝒔𝒐
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université NAZI BONI 
Universite  Norbert  ZONGO 
Université  de Ouahigouya-UOHG 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF 
Ecole Polytechnique de Ouagadougou - EPO 
CEFORGRIS-Université Joseph Ki-Zerbo 
Ciospb Officiel 
CENOU Burkina 
FONER Officiel 
#Burkina 
#Université 
#campusfaso
#1etudiant1ordinateur
#ordinateur  
#lwili",neutre,01/01/2019,plaisir annoncer louverture dition programm tudier ordinateur postuler ds maintenant partir tout subventionns ltat nb tudiant orient priv pouvoir galement souscrir ministre enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit nazi boni universit norbert zongo universit ouahigouyauohg universit fader ngourma universit ddougou universit virtuel burkina faso uvbf ecole polytechnique ouagadougou epo ceforgrisuniversit joseph kizerbo ciospb officiel cenou burkina foner officiel
https://forms.gle/DJpSfhkzW6QRJCQB9,"SESSION D'INFORMATION VIRTUELLE AU PROFIT DES ÉTUDIANTS ORIENTES A L'UV-BF.
Ce Mardi 23 Août 2022, l'Université Virtuelle du Burkina Faso organisera une session d'information virtuelle au profit des nouveaux orientés en son sein.
Soyez tous connecté ce mardi dès 14h00 sur notre page Facebook afin d'en savoir plus sur votre université.
Vous pouvez nous faire parvenir vos différentes questions en amont via le formulaire suivant : https://forms.gle/DJpSfhkzW6QRJCQB9
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,session dinformation virtuel profit tudiant oriente avoir luvbf mardi aot luniversit virtuel burkina faso organiser session dinformation virtuel profit nouveau orient sein tout connect mardi ds heure page facebook afin den savoir plus universit pouvoir faire parvenir diffrente question amont via formulaire suivre universit virtuel burkina faso formation universitaire qualit tout
"Ministère Enseignement Supérieur, Recherche et Innovation"," APPEL À MANIFESTATION D'INTÉRÊT 
PROGRAMME PRÉSIDENTIEL << UN ÉTUDIANT, UN ORDINATEUR >>
Dépôt des plis des prestataires 
Lieu: au secrétariat du Projet d'Appui à l'enseignement Supérieur sis à l'Immeuble SIRIMA, Boulevard Charles de Gaulle en face de l'agence BSIC Wemtenga , porte no : 2353, 1er étage, téléphone : (+226) 25 36 21 79
Date : au plus tard le 06 septembre 2022 à 9h 
Ministère Enseignement Supérieur, Recherche et Innovation 
#camspusfaso",neutre,01/01/2019,appel manifestation dintrt programm prsidentiel tudier ordinateur dpt pli prestataire lieu secrtariat projet dappui lenseignemer suprieur sis limmeubl sirima boulevard charle gaull face lagence bsic wemtenger porte no er tage tlphone date plus tard septembr heure ministr enseignement suprieur recherche innovation
Université Virtuelle du Burkina Faso - UVBF,"Le Président de l'Université Virtuelle du Burkina Faso (UV-BF) porte à la connaissance du public que suite aux difficultés techniques rencontrées au cours de la période de réception des candidatures, la date de clôture des appels à candidatures pour le recrutement de quarante (40) auditeurs pour une formation de niveau Master en Sciences de l'Education et de la Formation (MSEF) et de niveau Master en Fouilles de Données et Intelligence Artificielle (Master FD&IA), initialement prévue pour le 15 septembre 2024, est prorogée jusqu'au 25 septembre 2024.
A cet effet, la suite du calendrier de l'appel à candidatures se présente comme suit :
- Publication des résultats : mercredi 02 octobre 2024;
- Inscription administrative et pédagogique: du jeudi 10 au dimanche 20 octobre 2024 ;
- Début des cours : lundi 28 octobre 2024.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
Université Virtuelle du Burkina Faso - UVBF",neutre,01/01/2019,prsident luniversit virtuel burkina faso uvbf porte connaissance public suite difficult technique rencontre cours priode rception candidature date clture appel candidature recrutement quarante auditeur formation niveau master science leducation formation msef niveau master fouille donne intelligence artificiel master fdia initialement prvue septembr prorog jusquau septembre avoir ce effet suite calendrier lappel candidature prsent comme suivre publication rsultats mercredi octobre inscription administratif pdagogiqu jeudi dimanche octobre dbut cours lundi octobr universit virtuel burkina faso formation universitaire qualit tout universit virtuel burkina faso uvbf
#A_VOTRE_ATTENTION," #A_VOTRE_ATTENTION !
De nouvelles filières à l'université virtuelle du Burkina Faso.
Désormais nous avons :
- Lettre moderne ( LM)… En voir plus",neutre,01/01/2019,nouveau filire luniversit virtuel burkina faso dsormer lettre moderne lm voir plus
AUF Burkina Faso,"Remise des attestations aux bénéficiaires du projet CFAPE édition 2023.
Le 1er Février 2024 a eu lieu la remise des attestations d'un premier Lot aux bénéficiaires.
Merci à tous ceux qui ont faciliter cette mission, notre mission de contribuer à la vulgarisation et à l'enseignement du numérique à nos cadets.
AUF Burkina Faso 
Université Virtuelle du Burkina Faso - UVBF 
Coding Club Carrefour",neutre,01/01/2019,remettre attestation bnficiaire projet cfape dition er fvrier avoir lieu remettre attestation dun premier lot bnficiaire merci tout celui faciliter ce mission mission contribuer vulgarisation lenseignemer numriqu cadet auf burkina faso universit virtuel burkina faso uvbf coding club carrefour
https://forms.gle/kzfXEvXTKX5gP8dA7,"SESSION D'INFORMATION VIRTUELLE AU PROFIT DES NOUVEAUX BACHELIERS 2023
Ce Mardi 29 Août 2023, l'Université Virtuelle du Burkina Faso organisera une session d'information virtuelle au profit des nouveaux bacheliers 2023.
Soyez tous connectés ce mardi dès 14h00 sur notre page Facebook afin d'en savoir plus sur votre université.
Vous pouvez deja nous faire parvenir vos différentes questions en amont via le formulaire suivant : https://forms.gle/kzfXEvXTKX5gP8dA7
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,session dinformation virtuel profit nouveau bachelier mardi aot luniversit virtuel burkina faso organiser session dinformation virtuel profit nouveau bachelier tout connect mardi ds heure page facebook afin den savoir plus universit pouvoir dejer faire parvenir diffrente question amont via formulaire suivre universit virtuel burkina faso formation universitaire qualit tout
https://uv.bf/retrait-des-ordinateurs-de-marque-asus.../,"L’Université Virtuelle du Burkina Faso (UV-BF) informe les étudiants dont les noms figurent sur les listes ci-dessous qu’ils peuvent passer à l’Espace Numérique Ouvert de Karpala, ce Jeudi 30 Novembre 2023 afin de récupérer leurs ordinateurs (Marques ASUS Celeron et ASUS Core i3).
La remise des ordinateurs se fait au sein de l’Espace Numérique Ouvert de Karpala de 08h à 15h.
N.B:
– Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
– Pour le retrait pour une tierce personne, vous devez disposer d’une procuration en bonne et due forme.
Consulter la liste ici : https://uv.bf/retrait-des-ordinateurs-de-marque-asus.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",neutre,01/01/2019,luniversit virtuel burkina faso uvbf informe tudiant dont nom figurer liste cidessou quils pouvoir passer lespace numriqu ouvert karpala jeudi novembre afin rcuprer leur ordinateur marque asu celeron asu core i remettre ordinateur faire sein lespace numriqu ouvert karpala heure heure nb chaque tudier devoir munir cnib retraire ordinateur retraire tierce personne devoir disposer dune procuration bon devoir forme consulter liste ici universit virtuel burkina faso formation universitaire qualit tout
#Rappel,"#Rappel 
𝗗𝗘𝗣𝗢𝗧 𝗖𝗜𝗧𝗘 𝗨𝗡𝗜𝗩𝗘𝗥𝗦𝗜𝗧𝗔𝗜𝗥𝗘
Le #session de dépôt des #dossiers pour les cités précédemment fixée au 06 octobre est #prorogée au 𝘃𝗲𝗻𝗱𝗿𝗲𝗱𝗶 𝟮𝟱 𝗼𝗰𝘁𝗼𝗯𝗿𝗲 𝟮𝟬𝟮𝟰 sur hebergement.campusfaso.bf
Voir des dossiers à fournir et infos comp… En voir plus",neutre,01/01/2019,dpt cit prcdemment fixe octobr hebergementcampusfasobf voir dossier fournir info comp voir plus
"Ministère Enseignement Supérieur, Recherche et Innovation"," 𝗕𝗢𝗨𝗥𝗦𝗘𝗦 𝗜𝗡𝗧𝗘𝗥𝗠𝗘𝗗𝗜𝗔𝗜𝗥𝗘𝗦 𝟮𝟬𝟮𝟯
Le ministère de l'enseignement supérieur de la recherche et de l'innovation à l'honneur de porter à la connaissance des étudiants du 𝐜𝐲𝐜𝐥𝐞 𝐥𝐢𝐜𝐞𝐧𝐜𝐞, 𝐦𝐚𝐬𝐭𝐞𝐫 𝟐  𝐞𝐭 𝐢𝐧𝐠𝐞𝐧𝐢𝐨𝐫𝐚𝐭 𝟐 𝐞𝐭 𝟑 des universités publiques du Burkina Faso , que l'état burkinabè offres des bourses intermédiaires au titre de l'année académique 2022-2023.
-Cycle licence : 225 bourses disponibles 
-Master 2 : 20 bourses disponibles 
-Ingeniorat 2 et 3 : 05 bourses disponibles 
𝐋𝐢𝐞𝐮 𝐝𝐞 𝐝é𝐩ô𝐭 : 𝐰𝐰𝐰.𝐜𝐚𝐦𝐩𝐮𝐬𝐟𝐚𝐬𝐨.𝐛𝐟 
𝐃𝐚𝐭𝐞: 𝐝𝐮 𝟎𝟓 𝐚𝐮 𝟏𝟗 𝐚𝐯𝐫𝐢𝐥 𝟐𝟎𝟐𝟑
NB : bien lire les communiqués ci dessous 
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université NAZI BONI 
Universite  Norbert  ZONGO 
Université  de Ouahigouya-UOHG 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF 
Ecole Polytechnique de Ouagadougou - EPO 
Ciospb Officiel 
#BurkinaFaso #boursesdetudes #campusfaso #MESRSI #lwili",neutre,01/01/2019,ministre lenseignemer suprieur recherche linnovation lhonneur porter connaissance tudiant universit public burkina faso ltat burkinab offre bourse intermdiaire titre lann acadmiqu cycl licence bourse disponible master bourse disponible ingeniorat bourse disponible nb bien lire communiqu ci dessous ministre enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit nazi boni universit norbert zongo universit ouahigouyauohg universit fader ngourma universit ddougou universit virtuel burkina faso uvbf ecole polytechnique ouagadougou epo ciospb officiel
Université,Rentrée des Bacheliers nouvellement Orientés à Université Virtuelle du Burkina FasoUniversité Virtuelle du Burkina Faso - UVBFUVBF   le 01 Octobre 2024,neutre,01/01/2019,rentrer bachelier nouvellement orient universit virtuel burkina fasouniversit virtuel burkina faso uvbfuvbf octobre
www.campusfaso.bf," RÉSULTATS D'ORIENTATION 
Les résultats des demandes d’orientation dans les universités publiques sont disponibles.
 Pour consulter :
1- Aller sur www.campusfaso.bf , cliquer sur orientation
2- Se connecter avec son ine et mot de passe
3- Cliquer sur « détails » du dossier
Ou consulter directement dans sa boîte mail.
 Les résultats des bacheliers de l'étranger et des anciens bac ( inférieur à 2020 ) sortiront dans les jours à venir.
NB:  les paiements sont prévus du 21 au 31 août 2022 toujours sur www.campusfaso.bf
La session de rattrapage est prévue du 05 au 15 septembre 2022.
Ministère Enseignement Supérieur, Recherche et Innovation 
Université Joseph Ki-Zerbo 
Université Thomas Sankara 
Université Nazi Boni 
Universite  Norbert  ZONGO 
Université  de Ouahigouya-UOHG 
Université de Fada N'Gourma 
Université de Dédougou 
Université Virtuelle du Burkina Faso - UVBF   
Ecole Polytechnique de Ouagadougou - EPO 
#Burkina 
#bacheliers 
#Université 
#campusfaso
#orientation 
#bourse 
#bac2022 
#lwili",neutre,01/01/2019,rsultat dorientation rsultat demande dorientation universit public disponible consulter aller wwwcampusfasobf cliquer orientation connecter ine mot passer cliquer dtails dossier consulter directement bote mail rsultat bachelier ltranger ancien bac infrieur sortir jour venir nb paiement prvus aot toujours wwwcampusfasobf session rattrapage prvue septembr ministre enseignement suprieur recherche innovation universit joseph kizerbo universit thomas sankara universit nazi boni universit norbert zongo universit ouahigouyauohg universit fader ngourma universit ddougou universit virtuel burkina faso uvbf ecole polytechnique ouagadougou epo
Université Virtuelle du Burkina Faso - UVBF,"J'ai eu l'honneur de représenter mon université et le Burkina Faso à cette occasion.
Merci à tous les acteurs qui ont facilité cette rencontre enrichissante.
Université Virtuelle du Burkina Faso - UVBF 
AUF Burkina Faso",positif,01/01/2019,jai lhonneur reprsenter universit burkina faso ce occasion merci tout acteur facilit ce rencontre enrichissante universit virtuel burkina faso uvbf auf burkina faso
